,10A,10B,10C,10D,10E,10F,10G,10H,11A,11B,11C,11D,11E,11F,11G,11H,12A,12B,12C,12D,12E,12F,1A,1Aa,1B,1Bb,1C,1Cc,1D,1Dd,1E,1Ee,1F,1Ff,1G,1Gg,1H,1Hh,2A,2Aa,2B,2Bb,2C,2Cc,2D,2Dd,2,2Ee,2F,2Ff,2G,2Gg,2H,2Hh,3A,3Aa,3B,3Bb,3C,3Cc,3D,3Dd,3,3Ee,3F,3Ff,3G,3Gg,3H,3Hh,4A,4Aa,4B,4C,4Cc,4D,4Dd,4,4Ee,4F,4Ff,4G,4Gg,4H,4Hh,5A,5Aa,5B,5Bb,5C,5Cc,5D,5Dd,5E,5Ee,5F,5Ff,5G,5Gg,5H,5Hh,6A,6Aa,6B,6Bb,6C,6Cc,6D,6Dd,6E,6Ee,6F,6Ff,6G,6Gg,6H,6Hh,7A,7B,7C,7D,7E,7F,7G,7H,8A,8B,8C,8D,8E,8F,8G,8H,9A,9B,9C,9D,9E,9F,9G,9H,AN16S,ON16S,repeat-4Bb,repeat-6Gg,repeat-6Hh
Herbaspirillum,0.253764147,0.492465318,0.319572763,0.047407876,0.171747218,0.060158337,0.359182891,0.103728548,0.047407876,0.346005912,0.064619112,0.449430322,0.578050049,0.130889601,0.196292705,0.039461496,0.215154821,0.260286434,0.028432441,0.055801099,0.208829127,0.227909232,0.003117968,0.29313638,0.005147771,0.23433321,0.025007125,0.07859693,0.07859693,0.326186269,0.01855772,0.06918083,0.03198571,0.215154821,0.073840942,0.051550041,0.001511939,0.043377396,0.005147771,0.378858536,0.005147771,0.007458111,0.007458111,0.385386371,0.021713938,0.240785237,0.083446306,0.365755138,0.005147771,0.480348398,0.021713938,0.088386602,0.005147771,0.215154821,0.001511939,0.051550041,0.009980248,0.159776949,0.012681547,0.073840942,0.047407876,0.06918083,0.001511939,0.005147771,0.130889601,0.221515648,0.009980248,0.159776949,0.003117968,0.047407876,0.009980248,0.083446306,0.003117968,0.001511939,0.055801099,0.009980248,0.221515648,0.047407876,0.098530159,0.003117968,0.23433321,0.055801099,0.171747218,0.047407876,0.339404744,0.001511939,0.093415366,0.025007125,0.332797569,0.064619112,0.055801099,0.009980248,0.171747218,0.043377396,0.043377396,0.005147771,0.009980248,0.003117968,0.06918083,0.009980248,0.365755138,0.009980248,0.23433321,0.003117968,0.372314246,0.001511939,0.215154821,0.001511939,0.109008107,0.001511939,0.404855412,0.047407876,0.093415366,0.003117968,0.009980248,0.001511939,0.000497557,0.001511939,0.001511939,0.007458111,0.003117968,0.009980248,0.012681547,0.005147771,0.06918083,0.012681547,0.01855772,0.003117968,0.005147771,0.009980248,0.001511939,0.142254377,0.003117968,0.012681547,0.005147771,0.03198571,0.003117968,0.012681547,0.003117968,0.083446306,0.461899896,0.021713938,0.01855772,0.27338535,0.039461496,0.000497557
Hirschia,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
Holophaga_sp.,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
Hymenobacter,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
Iamia,0.048357321,0.126631466,0.065579005,0.00738176,0.03005442,0.009474169,0.077283043,0.016999904,0.00738176,0.07326545,0.010217542,0.108717538,0.169924586,0.022008946,0.035210562,0.006101477,0.039351889,0.049953615,0.004353918,0.008753767,0.037945025,0.042245637,0.000467153,0.058352139,0.000772608,0.043732817,0.003817993,0.012586047,0.012586047,0.067457265,0.002817531,0.010983935,0.004913255,0.039351889,0.011773412,0.008056303,0.000226218,0.006730143,0.000772608,0.083529382,0.000772608,0.001121571,0.001121571,0.085670457,0.003305741,0.045247062,0.013421926,0.079335749,0.000772608,0.121363351,0.003305741,0.014281143,0.000772608,0.039351889,0.000226218,0.008056303,0.001504104,0.02763027,0.001915651,0.011773412,0.00738176,0.010983935,0.000226218,0.000772608,0.022008946,0.040785377,0.001504104,0.02763027,0.000467153,0.00738176,0.001504104,0.013421926,0.000467153,0.000226218,0.008753767,0.001504104,0.040785377,0.00738176,0.016070017,0.000467153,0.043732817,0.008753767,0.03005442,0.00738176,0.071300388,0.000226218,0.015163803,0.003817993,0.069364359,0.010217542,0.008753767,0.001504104,0.03005442,0.006730143,0.006730143,0.000772608,0.001504104,0.000467153,0.010983935,0.001504104,0.079335749,0.001504104,0.043732817,0.000467153,0.081417837,0.000226218,0.039351889,0.000226218,0.017953587,0.000226218,0.092271504,0.00738176,0.015163803,0.000467153,0.001504104,0.000226218,7.44E-05,0.000226218,0.000226218,0.001121571,0.000467153,0.001504104,0.001915651,0.000772608,0.010983935,0.001915651,0.002817531,0.000467153,0.000772608,0.001504104,0.000226218,0.024182973,0.000467153,0.001915651,0.000772608,0.004913255,0.000467153,0.001915651,0.000467153,0.013421926,0.113685903,0.003305741,0.002817531,0.05322922,0.006101477,7.44E-05
Inquilinus,0.098433403,0.237531984,0.131033316,0.015727133,0.062420258,0.020137103,0.152512483,0.035826506,0.015727133,0.145199466,0.021698795,0.207659754,0.305478541,0.046122551,0.072712829,0.013018422,0.080895184,0.10150641,0.009308296,0.01862115,0.078123894,0.086568534,0.001003188,0.117500352,0.001658557,0.089470261,0.008167538,0.026657066,0.026657066,0.13451639,0.006034229,0.023306093,0.010497399,0.080895184,0.024958881,0.017151096,0.000485927,0.014349485,0.001658557,0.163760063,0.001658557,0.002406712,0.002406712,0.167581614,0.007075862,0.092415114,0.028400566,0.156225041,0.001658557,0.228859167,0.007075862,0.030189314,0.001658557,0.080895184,0.000485927,0.017151096,0.003226151,0.057540392,0.004106939,0.024958881,0.015727133,0.023306093,0.000485927,0.001658557,0.046122551,0.083710118,0.003226151,0.057540392,0.001003188,0.015727133,0.003226151,0.028400566,0.001003188,0.000485927,0.01862115,0.003226151,0.083710118,0.015727133,0.03390233,0.001003188,0.089470261,0.01862115,0.062420258,0.015727133,0.141599847,0.000485927,0.032023252,0.008167538,0.138038692,0.021698795,0.01862115,0.003226151,0.062420258,0.014349485,0.014349485,0.001658557,0.003226151,0.001003188,0.023306093,0.003226151,0.156225041,0.003226151,0.089470261,0.001003188,0.159974385,0.000485927,0.080895184,0.000485927,0.03779574,0.000485927,0.179256682,0.015727133,0.032023252,0.001003188,0.003226151,0.000485927,0.000159801,0.000485927,0.000485927,0.002406712,0.001003188,0.003226151,0.004106939,0.001658557,0.023306093,0.004106939,0.006034229,0.001003188,0.001658557,0.003226151,0.000485927,0.050555372,0.001003188,0.004106939,0.001658557,0.010497399,0.001003188,0.004106939,0.001003188,0.028400566,0.216053674,0.007075862,0.006034229,0.107778982,0.013018422,0.000159801
Intrasporangiaceae,0.064883999,0.165263612,0.087450531,0.01005249,0.040592687,0.012892102,0.102629306,0.023069614,0.01005249,0.097433211,0.013899893,0.142778018,0.218460688,0.029812863,0.047468298,0.008312878,0.052972174,0.066987444,0.005935722,0.011914932,0.051104276,0.056808263,0.000637777,0.078014636,0.001054679,0.058776632,0.005206111,0.017107243,0.017107243,0.089894953,0.00384331,0.014938323,0.006696903,0.052972174,0.016007424,0.010968386,0.00030887,0.009167294,0.001054679,0.110678512,0.001054679,0.00153085,0.00153085,0.113429359,0.004508461,0.060778661,0.018237842,0.10527842,0.001054679,0.158680327,0.004508461,0.019399293,0.001054679,0.052972174,0.00030887,0.010968386,0.002052689,0.037351267,0.002613944,0.016007424,0.01005249,0.014938323,0.00030887,0.001054679,0.029812863,0.054873473,0.002052689,0.037351267,0.000637777,0.01005249,0.002052689,0.018237842,0.000637777,0.00030887,0.011914932,0.002052689,0.054873473,0.01005249,0.021815085,0.000637777,0.058776632,0.011914932,0.040592687,0.01005249,0.09488631,0.00030887,0.020591677,0.005206111,0.092373551,0.013899893,0.011914932,0.002052689,0.040592687,0.009167294,0.009167294,0.001054679,0.002052689,0.000637777,0.014938323,0.002052689,0.10527842,0.002052689,0.058776632,0.000637777,0.107961509,0.00030887,0.052972174,0.00030887,0.024355367,0.00030887,0.121884153,0.01005249,0.020591677,0.000637777,0.002052689,0.00030887,0.000101562,0.00030887,0.00030887,0.00153085,0.000637777,0.002052689,0.002613944,0.001054679,0.014938323,0.002613944,0.00384331,0.000637777,0.001054679,0.002052689,0.00030887,0.032731954,0.000637777,0.002613944,0.001054679,0.006696903,0.000637777,0.002613944,0.000637777,0.018237842,0.149042646,0.004508461,0.00384331,0.071296184,0.008312878,0.000101562
Janthinobacterium,0.048357321,0.126631466,0.065579005,0.00738176,0.03005442,0.009474169,0.077283043,0.016999904,0.00738176,0.07326545,0.010217542,0.108717538,0.169924586,0.022008946,0.035210562,0.006101477,0.039351889,0.049953615,0.004353918,0.008753767,0.037945025,0.042245637,0.000467153,0.058352139,0.000772608,0.043732817,0.003817993,0.012586047,0.012586047,0.067457265,0.002817531,0.010983935,0.004913255,0.039351889,0.011773412,0.008056303,0.000226218,0.006730143,0.000772608,0.083529382,0.000772608,0.001121571,0.001121571,0.085670457,0.003305741,0.045247062,0.013421926,0.079335749,0.000772608,0.121363351,0.003305741,0.014281143,0.000772608,0.039351889,0.000226218,0.008056303,0.001504104,0.02763027,0.001915651,0.011773412,0.00738176,0.010983935,0.000226218,0.000772608,0.022008946,0.040785377,0.001504104,0.02763027,0.000467153,0.00738176,0.001504104,0.013421926,0.000467153,0.000226218,0.008753767,0.001504104,0.040785377,0.00738176,0.016070017,0.000467153,0.043732817,0.008753767,0.03005442,0.00738176,0.071300388,0.000226218,0.015163803,0.003817993,0.069364359,0.010217542,0.008753767,0.001504104,0.03005442,0.006730143,0.006730143,0.000772608,0.001504104,0.000467153,0.010983935,0.001504104,0.079335749,0.001504104,0.043732817,0.000467153,0.081417837,0.000226218,0.039351889,0.000226218,0.017953587,0.000226218,0.092271504,0.00738176,0.015163803,0.000467153,0.001504104,0.000226218,7.44E-05,0.000226218,0.000226218,0.001121571,0.000467153,0.001504104,0.001915651,0.000772608,0.010983935,0.001915651,0.002817531,0.000467153,0.000772608,0.001504104,0.000226218,0.024182973,0.000467153,0.001915651,0.000772608,0.004913255,0.000467153,0.001915651,0.000467153,0.013421926,0.113685903,0.003305741,0.002817531,0.05322922,0.006101477,7.44E-05
Jatrophihabitans,0.015896227,0.044059523,0.021822512,0.002358398,0.009753692,0.00303125,0.025933967,0.005467349,0.002358398,0.024514857,0.00327076,0.037327397,0.061097576,0.007102864,0.011468217,0.001947651,0.012854269,0.016439479,0.001388151,0.002799373,0.012382507,0.013827556,0.000148546,0.019317963,0.000245727,0.014329297,0.001216837,0.004035513,0.004035513,0.022477682,0.000897365,0.003517944,0.001567083,0.012854269,0.003772846,0.002575098,7.19E-05,0.002149252,0.000245727,0.028156704,0.000245727,0.000356799,0.000356799,0.028923227,0.001053208,0.014841249,0.004306001,0.026662206,0.000245727,0.042061126,0.001053208,0.004584365,0.000245727,0.012854269,7.19E-05,0.002575098,0.000478618,0.00895186,0.000609746,0.003772846,0.002358398,0.003517944,7.19E-05,0.000245727,0.007102864,0.013335916,0.000478618,0.00895186,0.000148546,0.002358398,0.000478618,0.004306001,0.000148546,7.19E-05,0.002799373,0.000478618,0.013335916,0.002358398,0.005164973,0.000148546,0.014329297,0.002799373,0.009753692,0.002358398,0.023823728,7.19E-05,0.004870668,0.001216837,0.023144712,0.00327076,0.002799373,0.000478618,0.009753692,0.002149252,0.002149252,0.000245727,0.000478618,0.000148546,0.003517944,0.000478618,0.026662206,0.000478618,0.014329297,0.000148546,0.027403074,7.19E-05,0.012854269,7.19E-05,0.005777866,7.19E-05,0.031301497,0.002358398,0.004870668,0.000148546,0.000478618,7.19E-05,2.36E-05,7.19E-05,7.19E-05,0.000356799,0.000148546,0.000478618,0.000609746,0.000245727,0.003517944,0.000609746,0.000897365,0.000148546,0.000245727,0.000478618,7.19E-05,0.007816247,0.000148546,0.000609746,0.000245727,0.001567083,0.000148546,0.000609746,0.000148546,0.004306001,0.039176655,0.001053208,0.000897365,0.017558079,0.001947651,2.36E-05
KD4-96,0.032021681,0.086250463,0.043692796,0.004818039,0.019773234,0.006188275,0.051706897,0.011133222,0.004818039,0.048948359,0.006675564,0.073567846,0.117596898,0.01443903,0.023207737,0.003980622,0.025975348,0.033097484,0.002838774,0.005716286,0.025034244,0.027914032,0.000304173,0.038777719,0.000503114,0.028911924,0.002488883,0.008229838,0.008229838,0.044974379,0.001836057,0.007178209,0.003204091,0.025975348,0.007696276,0.005259551,0.000147283,0.00439173,0.000503114,0.056011548,0.000503114,0.000730444,0.000730444,0.057491517,0.002154569,0.029929058,0.00877898,0.053119385,0.000503114,0.08250358,0.002154569,0.009343789,0.000503114,0.025975348,0.000147283,0.005259551,0.000979707,0.018162823,0.00124795,0.007696276,0.004818039,0.007178209,0.000147283,0.000503114,0.01443903,0.026935225,0.000979707,0.018162823,0.000304173,0.004818039,0.000979707,0.00877898,0.000304173,0.000147283,0.005716286,0.000979707,0.026935225,0.004818039,0.010520805,0.000304173,0.028911924,0.005716286,0.019773234,0.004818039,0.047602007,0.000147283,0.009924364,0.002488883,0.046277399,0.006675564,0.005716286,0.000979707,0.019773234,0.00439173,0.00439173,0.000503114,0.000979707,0.000304173,0.007178209,0.000979707,0.053119385,0.000979707,0.028911924,0.000304173,0.05455422,0.000147283,0.025975348,0.000147283,0.011761726,0.000147283,0.062068724,0.004818039,0.009924364,0.000304173,0.000979707,0.000147283,4.84E-05,0.000147283,0.000147283,0.000730444,0.000304173,0.000979707,0.00124795,0.000503114,0.007178209,0.00124795,0.001836057,0.000304173,0.000503114,0.000979707,0.000147283,0.015877446,0.000304173,0.00124795,0.000503114,0.003204091,0.000304173,0.00124795,0.000304173,0.00877898,0.077068777,0.002154569,0.001836057,0.035308862,0.003980622,4.84E-05
KI89A_clade,0.064883999,0.165263612,0.087450531,0.01005249,0.040592687,0.012892102,0.102629306,0.023069614,0.01005249,0.097433211,0.013899893,0.142778018,0.218460688,0.029812863,0.047468298,0.008312878,0.052972174,0.066987444,0.005935722,0.011914932,0.051104276,0.056808263,0.000637777,0.078014636,0.001054679,0.058776632,0.005206111,0.017107243,0.017107243,0.089894953,0.00384331,0.014938323,0.006696903,0.052972174,0.016007424,0.010968386,0.00030887,0.009167294,0.001054679,0.110678512,0.001054679,0.00153085,0.00153085,0.113429359,0.004508461,0.060778661,0.018237842,0.10527842,0.001054679,0.158680327,0.004508461,0.019399293,0.001054679,0.052972174,0.00030887,0.010968386,0.002052689,0.037351267,0.002613944,0.016007424,0.01005249,0.014938323,0.00030887,0.001054679,0.029812863,0.054873473,0.002052689,0.037351267,0.000637777,0.01005249,0.002052689,0.018237842,0.000637777,0.00030887,0.011914932,0.002052689,0.054873473,0.01005249,0.021815085,0.000637777,0.058776632,0.011914932,0.040592687,0.01005249,0.09488631,0.00030887,0.020591677,0.005206111,0.092373551,0.013899893,0.011914932,0.002052689,0.040592687,0.009167294,0.009167294,0.001054679,0.002052689,0.000637777,0.014938323,0.002052689,0.10527842,0.002052689,0.058776632,0.000637777,0.107961509,0.00030887,0.052972174,0.00030887,0.024355367,0.00030887,0.121884153,0.01005249,0.020591677,0.000637777,0.002052689,0.00030887,0.000101562,0.00030887,0.00030887,0.00153085,0.000637777,0.002052689,0.002613944,0.001054679,0.014938323,0.002613944,0.00384331,0.000637777,0.001054679,0.002052689,0.00030887,0.032731954,0.000637777,0.002613944,0.001054679,0.006696903,0.000637777,0.002613944,0.000637777,0.018237842,0.149042646,0.004508461,0.00384331,0.071296184,0.008312878,0.000101562
